bin start		omega	        hist_DD	        hist_DR	        hist_RR
86.000	      -0.060932	         831856	        2394306	        3729510
86.250	      -0.073500	         760962	        2251599	        3486014
86.500	      -0.082716	         692396	        2112223	        3262214
86.750	      -0.113633	         613108	        1980483	        3006250
87.000	      -0.126001	         551542	        1840226	        2778782
87.250	      -0.114119	         509494	        1675783	        2550960
87.500	      -0.094867	         461772	        1490309	        2300596
87.750	      -0.103322	         399300	        1334229	        2056660
88.000	      -0.111849	         349684	        1187357	        1821318
88.250	      -0.158860	         286862	        1039821	        1547020
88.500	      -0.205199	         228596	         893712	        1293420
88.750	      -0.189235	         177610	         716426	        1055504
89.000	      -0.156176	         115480	         528387	         814144
89.250	      -0.127039	          59440	         362804	         591078
89.500	      -0.120714	          21018	         213421	         362112
89.750	      -0.037115	           2350	          67959	         128788
